1595522707186|13|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596121298931|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730230138201')
1596121303537|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596121303540|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730230138201')
1596122006098|9|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122006150|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730230138201')
1596122008748|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122008752|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730230138201')
1596122121428|1|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122121433|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730230138201')
1596122123188|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122123191|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730230138201')
1596122126430|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122126434|1|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730230138201')
1596122133277|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122133389|107|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES ('1288855758519201793', '20200730231533613', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', 0.01, '2020-07-30T23:15:33.274', '2020-07-30T23:15:33.276')
1596122133405|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730231533613')
1596122136033|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122136036|0|statement|connection 10|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730231533613')
1596122391084|8|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122391145|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730231533613')
1596122416848|0|statement|connection 5|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122416852|0|statement|connection 5|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730231533613')
1596122780575|7|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122780662|26|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES ('1288858472569434113', '20200730232620990', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', 0.01, '2020-07-30T23:26:20.356', '2020-07-30T23:26:20.360')
1596122780736|1|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730232620990')
1596122784655|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122784658|0|statement|connection 0|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730232620990')
1596122982451|1|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122982455|1|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730232620990')
1596122984630|0|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122984633|0|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730232620990')
1596122988350|0|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122988423|71|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES ('1288859344976277506', '20200730232948084', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', 0.0, '2020-07-30T23:29:48.349', '2020-07-30T23:29:48.349')
1596122988449|0|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730232948084')
1596122989722|0|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596122989724|0|statement|connection 15|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730232948084')
1596123018200|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596123018210|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730232948084')
1596123036699|1|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596123036702|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730232948084')
1596123043346|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596123043422|74|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?)|INSERT INTO t_order (id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, gmt_create, gmt_modified) VALUES ('1288859575642025985', '20200730233043127', '101', 'MySQL', 'https://gulied-program.oss-cn-beijing.aliyuncs.com/course/1442295570359.jpg', '李刚', '1', '小三123', '13700000001', 0.01, '2020-07-30T23:30:43.345', '2020-07-30T23:30:43.345')
1596123043458|0|statement|connection 20|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730233043127')
1596123047754|0|statement|connection 22|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT 1|SELECT 1
1596123047757|0|statement|connection 22|url jdbc:p6spy:mysql://localhost:3306/gedu?useUnicode=true&characterEncoding=utf-8&serverTimezone=Asia/Shanghai|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = ?)|SELECT id, order_no, course_id, course_title, course_cover, teacher_name, member_id, nickname, mobile, total_fee, pay_type, status, is_deleted AS deleted, gmt_create, gmt_modified FROM t_order WHERE is_deleted = 0 AND (order_no = '20200730233043127')
